age,bmi,bmi_category,gender,activity_level,diet_type,goal,health_condition,calorie_target,protein_requirement,carbs_limit,fat_limit,recommended_food
33,29.8,overweight,female,low,high_protein,maintain,obesity,1960,72,226,47,Grilled Chicken Bowl
35,20.8,normal,female,high,vegan,weight_loss,diabetes,1886,76,154,69,Tofu Stir Fry
47,17.9,underweight,female,medium,normal,muscle_gain,diabetes,2304,129,159,63,Grilled Chicken Bowl
31,19.2,normal,female,high,veg,weight_loss,hypertension,1855,68,198,64,Tofu Stir Fry #6
22,27.4,overweight,female,high,normal,maintain,normal,1962,76,319,63,Grilled Chicken Bowl
48,34.9,obese,female,low,veg,muscle_gain,obesity,2566,116,211,65,Tofu Stir Fry #6
45,31.3,obese,male,low,high_protein,maintain,diabetes,2076,68,175,75,Grilled Chicken Bowl
30,26.8,overweight,male,high,vegan,maintain,obesity,2362,63,260,40,Tofu Stir Fry
29,34.3,obese,male,high,vegan,maintain,normal,2265,62,205,64,Tofu Stir Fry
58,35.9,obese,female,medium,vegan,muscle_gain,normal,2503,103,253,83,Tofu Stir Fry #2
35,23.5,normal,female,low,veg,muscle_gain,diabetes,2810,135,153,75,Tofu Stir Fry #2
47,19.0,normal,male,high,veg,weight_loss,normal,1705,65,185,78,Tofu Stir Fry
35,30.1,obese,male,low,normal,maintain,normal,1938,100,315,54,Grilled Chicken Bowl
28,28.4,overweight,female,medium,normal,maintain,normal,2131,72,299,68,Grilled Chicken Bowl
53,29.1,overweight,male,high,normal,weight_loss,hypertension,1659,77,298,63,Grilled Chicken Bowl
20,26.9,overweight,female,medium,vegan,weight_loss,normal,1773,82,233,81,Tofu Stir Fry
42,35.3,obese,female,high,vegan,weight_loss,normal,1721,97,192,57,Tofu Stir Fry
35,20.3,normal,female,high,vegan,muscle_gain,hypertension,2822,80,282,53,Tofu Stir Fry #6
25,34.7,obese,male,high,vegan,maintain,diabetes,2369,57,120,55,Tofu Stir Fry
44,19.7,normal,female,medium,veg,maintain,hypertension,2388,93,247,64,Greek Yogurt Bowl
47,17.9,underweight,male,high,normal,maintain,hypertension,2069,79,316,85,Grilled Chicken Bowl
29,21.9,normal,male,medium,vegan,maintain,obesity,2213,61,213,51,Tofu Stir Fry
55,31.1,obese,female,low,veg,weight_loss,hypertension,1607,72,314,52,Tofu Stir Fry #6
37,30.5,obese,male,high,veg,muscle_gain,obesity,2793,123,251,63,Tofu Stir Fry #6
20,21.2,normal,male,high,veg,muscle_gain,diabetes,2738,92,134,69,Tofu Stir Fry #2
51,20.3,normal,male,low,high_protein,weight_loss,obesity,1521,73,315,54,Grilled Chicken Bowl
23,23.9,normal,female,low,veg,weight_loss,diabetes,1732,77,131,78,Tofu Stir Fry
37,31.4,obese,male,high,high_protein,maintain,hypertension,2044,71,282,78,Grilled Chicken Bowl
50,25.5,overweight,male,high,vegan,muscle_gain,obesity,2525,131,262,58,Tofu Stir Fry #6
41,33.2,obese,female,low,high_protein,weight_loss,hypertension,1627,85,316,79,Grilled Chicken Bowl
19,24.9,normal,male,low,veg,muscle_gain,diabetes,2698,120,125,70,Tofu Stir Fry #6
31,17.1,underweight,female,low,high_protein,weight_loss,normal,1588,88,269,76,Grilled Chicken Bowl
48,30.7,obese,male,high,vegan,muscle_gain,hypertension,2440,125,310,66,Tofu Stir Fry #6
23,23.4,normal,male,low,veg,muscle_gain,obesity,2882,79,219,65,Tofu Stir Fry #6
29,22.4,normal,female,medium,vegan,maintain,hypertension,2201,76,309,56,Almond Granola - Deluxe
34,33.4,obese,male,medium,high_protein,maintain,hypertension,2250,78,301,54,Grilled Chicken Bowl
55,30.5,obese,female,medium,vegan,weight_loss,obesity,1712,63,204,48,Tofu Stir Fry
33,29.9,overweight,female,low,normal,maintain,hypertension,1965,59,224,74,Grilled Chicken Bowl
30,33.1,obese,male,low,high_protein,muscle_gain,normal,2303,89,303,79,Grilled Chicken Bowl
28,32.3,obese,female,low,high_protein,weight_loss,obesity,1831,95,300,63,Grilled Chicken Bowl
49,31.1,obese,male,high,high_protein,muscle_gain,obesity,2853,109,276,51,Grilled Chicken Bowl
52,21.9,normal,female,low,high_protein,weight_loss,hypertension,1510,58,219,73,Grilled Chicken Bowl
59,25.6,overweight,male,high,high_protein,maintain,normal,2316,87,227,76,Grilled Chicken Bowl
56,32.0,obese,male,low,veg,muscle_gain,hypertension,2501,139,269,78,Tofu Stir Fry #6
49,17.0,underweight,male,medium,high_protein,maintain,hypertension,1912,59,263,59,Grilled Chicken Bowl
33,35.6,obese,female,high,vegan,maintain,diabetes,2271,100,161,64,Tofu Stir Fry
57,22.2,normal,female,high,high_protein,maintain,diabetes,2077,76,178,64,Grilled Chicken Bowl
50,29.6,overweight,female,low,high_protein,muscle_gain,normal,2715,100,245,63,Grilled Chicken Bowl
37,31.1,obese,male,low,veg,weight_loss,diabetes,1837,98,122,53,Tofu Stir Fry
58,25.3,overweight,female,high,vegan,weight_loss,normal,1528,76,209,75,Tofu Stir Fry
21,20.3,normal,male,high,veg,maintain,hypertension,2170,64,238,70,Greek Yogurt Bowl
35,31.3,obese,male,medium,vegan,muscle_gain,hypertension,2730,75,237,79,Tofu Stir Fry #6
42,24.4,normal,male,medium,normal,weight_loss,obesity,1855,70,181,50,Grilled Chicken Bowl
56,33.4,obese,female,medium,high_protein,muscle_gain,normal,2682,79,281,72,Grilled Chicken Bowl
26,23.4,normal,male,high,high_protein,maintain,diabetes,2181,61,135,50,Grilled Chicken Bowl
26,23.2,normal,female,medium,vegan,muscle_gain,normal,2397,73,299,51,Tofu Stir Fry #2
54,36.0,obese,female,high,veg,maintain,hypertension,1982,76,296,73,Greek Yogurt Bowl
29,24.8,normal,male,low,veg,weight_loss,diabetes,1550,61,144,72,Tofu Stir Fry
31,30.0,obese,female,low,veg,muscle_gain,obesity,2710,124,211,57,Tofu Stir Fry #6
27,35.5,obese,female,high,veg,muscle_gain,hypertension,2500,95,238,78,Tofu Stir Fry #6
25,23.6,normal,female,low,vegan,maintain,hypertension,1982,72,210,79,Almond Granola - Deluxe
55,25.1,overweight,female,low,high_protein,maintain,diabetes,2170,100,138,61,Grilled Chicken Bowl
41,34.1,obese,male,low,normal,muscle_gain,diabetes,2469,107,136,83,Grilled Chicken Bowl
25,29.5,overweight,male,medium,vegan,maintain,hypertension,1960,90,305,85,Almond Granola - Deluxe
43,28.2,overweight,male,low,vegan,muscle_gain,normal,2382,76,181,84,Tofu Stir Fry #2
57,35.4,obese,male,low,veg,maintain,normal,1936,58,200,85,Tofu Stir Fry
36,19.6,normal,male,medium,high_protein,weight_loss,normal,1723,69,255,70,Grilled Chicken Bowl
19,19.6,normal,female,high,veg,muscle_gain,hypertension,2882,118,241,74,Tofu Stir Fry #6
24,26.9,overweight,male,low,veg,maintain,obesity,2170,60,208,44,Greek Yogurt Bowl
30,23.0,normal,female,high,normal,maintain,diabetes,1942,59,165,82,Grilled Chicken Bowl
29,18.8,normal,female,high,high_protein,muscle_gain,obesity,2509,85,228,41,Grilled Chicken Bowl
19,23.0,normal,male,high,normal,muscle_gain,diabetes,2431,101,124,52,Grilled Chicken Bowl
21,26.0,overweight,male,high,high_protein,maintain,obesity,2188,55,317,49,Grilled Chicken Bowl
21,34.5,obese,male,medium,high_protein,maintain,hypertension,1959,93,268,58,Grilled Chicken Bowl
28,27.6,overweight,male,low,veg,maintain,diabetes,1950,80,155,53,Greek Yogurt Bowl
22,26.1,overweight,female,low,high_protein,maintain,obesity,2312,87,236,61,Grilled Chicken Bowl
36,31.4,obese,female,high,high_protein,muscle_gain,obesity,2318,75,314,48,Grilled Chicken Bowl
20,23.6,normal,female,medium,veg,muscle_gain,normal,2327,79,211,80,Tofu Stir Fry #2
56,32.0,obese,male,medium,vegan,maintain,normal,2236,89,209,67,Tofu Stir Fry
39,34.3,obese,female,low,veg,maintain,diabetes,2263,84,178,76,Greek Yogurt Bowl
40,32.8,obese,female,low,high_protein,muscle_gain,hypertension,2514,139,306,67,Grilled Chicken Bowl
32,33.3,obese,female,high,high_protein,weight_loss,hypertension,1596,91,211,53,Grilled Chicken Bowl
31,25.6,overweight,male,high,high_protein,maintain,hypertension,2225,62,188,74,Grilled Chicken Bowl
58,25.3,overweight,male,low,normal,weight_loss,diabetes,1806,69,141,63,Grilled Chicken Bowl
43,27.5,overweight,female,low,veg,maintain,normal,1918,80,223,52,Greek Yogurt Bowl
18,17.9,underweight,female,low,high_protein,maintain,diabetes,2038,73,166,83,Grilled Chicken Bowl
27,18.4,underweight,male,low,high_protein,weight_loss,obesity,1704,91,214,55,Grilled Chicken Bowl
42,30.5,obese,male,low,high_protein,muscle_gain,diabetes,2891,86,178,82,Grilled Chicken Bowl
51,19.0,normal,female,high,veg,weight_loss,obesity,1800,93,253,64,Tofu Stir Fry
22,25.3,overweight,male,high,high_protein,maintain,normal,2181,63,181,65,Grilled Chicken Bowl
40,35.2,obese,male,low,veg,weight_loss,diabetes,1881,67,143,60,Tofu Stir Fry
23,29.9,overweight,male,high,high_protein,weight_loss,normal,1803,87,206,85,Grilled Chicken Bowl
46,20.1,normal,male,low,high_protein,weight_loss,hypertension,1743,67,289,85,Grilled Chicken Bowl
22,19.3,normal,male,low,normal,maintain,hypertension,2199,68,249,63,Grilled Chicken Bowl
27,36.0,obese,female,high,normal,muscle_gain,diabetes,2640,98,125,81,Grilled Chicken Bowl
52,34.8,obese,male,medium,vegan,muscle_gain,hypertension,2846,79,277,76,Tofu Stir Fry #6
29,23.0,normal,female,medium,normal,muscle_gain,normal,2712,140,266,73,Grilled Chicken Bowl
23,18.6,normal,female,low,normal,maintain,normal,2197,66,294,60,Grilled Chicken Bowl
42,29.7,overweight,female,low,vegan,weight_loss,hypertension,1891,89,209,78,Quinoa Vegetable Bowl #9
33,19.5,normal,female,high,high_protein,weight_loss,obesity,1593,56,211,43,Grilled Chicken Bowl
21,35.6,obese,male,low,vegan,muscle_gain,hypertension,2564,126,204,55,Tofu Stir Fry #6
46,20.6,normal,female,low,vegan,weight_loss,normal,1706,68,204,55,Tofu Stir Fry
45,34.6,obese,female,high,normal,weight_loss,obesity,1748,71,203,57,Grilled Chicken Bowl
52,30.1,obese,male,medium,veg,muscle_gain,diabetes,2879,91,174,84,Tofu Stir Fry #2
46,34.5,obese,female,medium,normal,weight_loss,obesity,1763,82,273,41,Grilled Chicken Bowl
36,31.9,obese,female,medium,normal,muscle_gain,obesity,2718,113,238,58,Grilled Chicken Bowl
27,19.4,normal,female,low,veg,maintain,normal,2385,64,196,63,Greek Yogurt Bowl
49,23.3,normal,female,medium,veg,weight_loss,obesity,1512,79,288,48,Tofu Stir Fry
30,22.3,normal,male,high,high_protein,muscle_gain,obesity,2506,83,254,65,Grilled Chicken Bowl
24,19.2,normal,female,medium,veg,muscle_gain,normal,2566,95,286,58,Tofu Stir Fry #2
32,21.3,normal,male,medium,veg,weight_loss,normal,1787,61,305,80,Tofu Stir Fry #4
21,17.9,underweight,male,low,veg,weight_loss,obesity,1555,85,318,63,Tofu Stir Fry
40,18.4,underweight,male,high,high_protein,weight_loss,hypertension,1747,71,236,80,Grilled Chicken Bowl
49,31.0,obese,female,high,normal,maintain,diabetes,1905,65,143,79,Grilled Chicken Bowl
24,32.9,obese,female,low,veg,maintain,hypertension,2365,57,255,77,Greek Yogurt Bowl
56,19.4,normal,male,medium,veg,muscle_gain,obesity,2593,125,241,48,Tofu Stir Fry #6
26,19.4,normal,female,low,high_protein,weight_loss,diabetes,1653,75,158,85,Grilled Chicken Bowl
56,17.3,underweight,female,low,normal,maintain,obesity,2308,72,262,47,Grilled Chicken Bowl
53,22.5,normal,male,medium,veg,maintain,normal,2193,63,193,58,Greek Yogurt Bowl
50,33.7,obese,male,medium,normal,muscle_gain,diabetes,2443,87,128,70,Grilled Chicken Bowl
21,22.7,normal,female,high,normal,maintain,obesity,1998,80,304,48,Grilled Chicken Bowl
39,20.7,normal,female,medium,vegan,muscle_gain,normal,2769,80,304,67,Tofu Stir Fry #6
20,18.4,underweight,male,high,normal,muscle_gain,normal,2470,114,235,82,Grilled Chicken Bowl
38,30.3,obese,male,medium,high_protein,weight_loss,normal,1581,100,264,84,Grilled Chicken Bowl
29,21.7,normal,male,low,veg,weight_loss,diabetes,1886,86,169,85,Tofu Stir Fry
30,29.7,overweight,male,medium,normal,weight_loss,diabetes,1510,92,133,82,Grilled Chicken Bowl
59,23.3,normal,female,medium,veg,weight_loss,diabetes,1829,99,166,66,Tofu Stir Fry
60,30.0,obese,male,high,normal,maintain,obesity,2087,67,241,41,Grilled Chicken Bowl
19,33.5,obese,male,low,veg,muscle_gain,diabetes,2431,99,131,53,Tofu Stir Fry #2
21,24.4,normal,male,high,normal,muscle_gain,obesity,2899,73,268,48,Grilled Chicken Bowl
31,29.5,overweight,male,medium,high_protein,weight_loss,normal,1693,64,317,69,Grilled Chicken Bowl
51,19.9,normal,male,low,normal,muscle_gain,normal,2354,73,212,58,Grilled Chicken Bowl
50,29.9,overweight,male,low,high_protein,maintain,obesity,1994,66,262,40,Grilled Chicken Bowl
59,24.6,normal,male,high,vegan,weight_loss,obesity,1830,80,272,48,Tofu Stir Fry
35,19.8,normal,male,low,veg,muscle_gain,diabetes,2564,79,124,60,Tofu Stir Fry #2
33,19.8,normal,female,low,veg,maintain,diabetes,2128,58,175,76,Greek Yogurt Bowl
21,18.4,underweight,male,medium,high_protein,maintain,obesity,2345,82,224,64,Grilled Chicken Bowl
19,32.4,obese,male,medium,vegan,muscle_gain,diabetes,2406,114,145,67,Tofu Stir Fry #2
25,20.0,normal,female,high,veg,muscle_gain,obesity,2485,89,268,60,Tofu Stir Fry #6
60,34.1,obese,male,high,vegan,maintain,hypertension,2017,90,208,55,Almond Granola - Deluxe
20,20.6,normal,female,medium,vegan,weight_loss,obesity,1614,83,212,57,Tofu Stir Fry
22,29.6,overweight,male,low,veg,maintain,normal,1978,91,245,50,Tofu Stir Fry
45,32.5,obese,male,low,vegan,maintain,normal,2365,75,241,84,Tofu Stir Fry
58,33.1,obese,male,high,veg,weight_loss,hypertension,1609,71,318,57,Tofu Stir Fry #6
19,33.7,obese,female,medium,veg,muscle_gain,normal,2809,109,226,75,Tofu Stir Fry #2
31,33.1,obese,female,medium,vegan,maintain,diabetes,2185,58,138,52,Almond Granola - Deluxe
23,32.4,obese,female,high,veg,muscle_gain,hypertension,2818,115,293,63,Tofu Stir Fry #6
42,23.1,normal,female,low,high_protein,maintain,obesity,2346,69,289,43,Grilled Chicken Bowl
55,18.3,underweight,male,low,veg,maintain,normal,2239,63,223,68,Greek Yogurt Bowl
18,35.0,obese,female,high,vegan,maintain,obesity,2052,83,220,55,Tofu Stir Fry
47,31.2,obese,female,low,high_protein,maintain,diabetes,2137,69,129,70,Grilled Chicken Bowl
55,25.4,overweight,male,low,vegan,muscle_gain,normal,2431,87,248,68,Tofu Stir Fry #2
31,29.2,overweight,male,medium,veg,weight_loss,normal,1900,75,261,83,Tofu Stir Fry
20,17.1,underweight,female,low,vegan,weight_loss,normal,1768,66,279,74,Tofu Stir Fry
30,19.9,normal,female,low,vegan,weight_loss,diabetes,1869,74,123,74,Tofu Stir Fry #4
58,25.4,overweight,female,high,normal,muscle_gain,hypertension,2528,140,201,83,Grilled Chicken Bowl
33,23.8,normal,male,low,vegan,muscle_gain,hypertension,2589,126,277,75,Tofu Stir Fry #6
49,35.3,obese,male,medium,high_protein,muscle_gain,obesity,2545,102,255,60,Grilled Chicken Bowl
56,22.6,normal,male,high,normal,muscle_gain,diabetes,2453,105,139,65,Grilled Chicken Bowl
20,28.4,overweight,female,high,normal,maintain,normal,2038,66,293,50,Grilled Chicken Bowl
44,26.1,overweight,female,medium,vegan,muscle_gain,obesity,2825,89,200,48,Tofu Stir Fry #6
31,29.5,overweight,female,low,normal,maintain,normal,1994,88,222,76,Grilled Chicken Bowl
22,31.9,obese,female,medium,vegan,muscle_gain,hypertension,2896,105,256,63,Tofu Stir Fry #6
49,32.1,obese,male,medium,high_protein,maintain,normal,2095,57,313,73,Grilled Chicken Bowl
57,18.0,underweight,female,low,normal,muscle_gain,hypertension,2708,85,229,81,Grilled Chicken Bowl
45,26.0,overweight,female,medium,vegan,muscle_gain,hypertension,2610,131,310,84,Tofu Stir Fry #6
46,31.0,obese,female,high,veg,muscle_gain,obesity,2862,79,293,45,Tofu Stir Fry #6
56,31.3,obese,female,low,normal,muscle_gain,obesity,2655,103,222,43,Grilled Chicken Bowl
60,31.6,obese,male,high,high_protein,maintain,hypertension,1950,78,190,71,Grilled Chicken Bowl
48,29.0,overweight,female,high,vegan,maintain,obesity,2195,69,315,54,Tofu Stir Fry
24,30.8,obese,male,low,veg,weight_loss,normal,1820,79,214,85,Tofu Stir Fry
45,26.3,overweight,male,low,vegan,muscle_gain,normal,2365,99,242,52,Tofu Stir Fry #2
46,20.1,normal,male,medium,normal,weight_loss,hypertension,1520,68,271,75,Grilled Chicken Bowl
45,32.9,obese,male,medium,high_protein,muscle_gain,diabetes,2592,95,138,82,Grilled Chicken Bowl
59,18.9,normal,female,low,normal,muscle_gain,diabetes,2319,73,157,56,Grilled Chicken Bowl
40,35.9,obese,female,low,veg,weight_loss,diabetes,1625,82,139,85,Tofu Stir Fry
25,33.2,obese,female,high,vegan,muscle_gain,normal,2866,75,219,70,Tofu Stir Fry #2
23,29.1,overweight,male,high,normal,muscle_gain,diabetes,2334,84,153,54,Grilled Chicken Bowl
21,33.5,obese,female,low,vegan,weight_loss,diabetes,1578,73,139,59,Tofu Stir Fry
28,23.6,normal,female,low,vegan,maintain,obesity,1945,55,297,62,Almond Granola - Deluxe
38,17.3,underweight,female,low,high_protein,muscle_gain,normal,2470,133,289,81,Grilled Chicken Bowl
20,21.5,normal,male,medium,normal,muscle_gain,diabetes,2712,74,130,80,Grilled Chicken Bowl
20,19.1,normal,male,low,veg,weight_loss,diabetes,1862,91,140,68,Tofu Stir Fry
46,35.7,obese,male,medium,vegan,weight_loss,normal,1792,91,190,65,Tofu Stir Fry
50,34.5,obese,male,medium,normal,weight_loss,obesity,1672,77,289,51,Grilled Chicken Bowl
60,19.0,normal,female,low,veg,weight_loss,obesity,1633,68,278,52,Tofu Stir Fry
46,28.9,overweight,male,low,high_protein,maintain,obesity,2200,63,194,48,Grilled Chicken Bowl
32,24.6,normal,female,low,veg,maintain,obesity,2343,98,282,40,Greek Yogurt Bowl
51,28.6,overweight,male,medium,high_protein,maintain,normal,2344,75,306,74,Grilled Chicken Bowl
40,27.8,overweight,male,high,high_protein,muscle_gain,diabetes,2630,113,125,73,Grilled Chicken Bowl
52,32.4,obese,female,medium,vegan,muscle_gain,diabetes,2366,140,121,85,Tofu Stir Fry #2
54,35.3,obese,female,low,high_protein,muscle_gain,normal,2748,118,289,73,Grilled Chicken Bowl
45,18.0,underweight,male,high,normal,weight_loss,hypertension,1730,92,199,53,Grilled Chicken Bowl
36,30.7,obese,male,low,high_protein,muscle_gain,normal,2309,87,211,76,Grilled Chicken Bowl
56,30.8,obese,female,medium,normal,weight_loss,normal,1848,91,268,57,Grilled Chicken Bowl
29,35.1,obese,male,medium,high_protein,muscle_gain,obesity,2375,97,230,48,Grilled Chicken Bowl
44,29.1,overweight,female,low,high_protein,maintain,obesity,2117,60,223,49,Grilled Chicken Bowl
49,34.4,obese,male,low,normal,weight_loss,obesity,1802,77,248,57,Grilled Chicken Bowl
24,33.3,obese,female,low,high_protein,weight_loss,obesity,1681,55,306,48,Grilled Chicken Bowl
21,21.5,normal,female,medium,vegan,weight_loss,obesity,1656,74,184,44,Tofu Stir Fry
48,28.9,overweight,female,low,high_protein,weight_loss,normal,1653,84,251,68,Grilled Chicken Bowl
36,23.5,normal,female,high,high_protein,maintain,obesity,1942,60,309,48,Grilled Chicken Bowl
60,21.0,normal,male,low,vegan,maintain,normal,2028,60,224,77,Tofu Stir Fry
54,30.3,obese,male,medium,normal,maintain,obesity,1978,99,308,65,Grilled Chicken Bowl
27,28.3,overweight,male,high,normal,muscle_gain,obesity,2806,121,290,53,Grilled Chicken Bowl
21,31.0,obese,male,medium,high_protein,maintain,normal,2117,77,206,73,Grilled Chicken Bowl
58,35.8,obese,male,medium,veg,maintain,diabetes,2364,99,127,84,Greek Yogurt Bowl
53,23.6,normal,male,low,normal,weight_loss,hypertension,1645,76,180,64,Grilled Chicken Bowl
30,33.0,obese,male,high,veg,maintain,normal,2306,79,309,67,Greek Yogurt Bowl
59,20.6,normal,female,high,vegan,maintain,obesity,2124,68,201,40,Tofu Stir Fry
35,30.1,obese,female,medium,vegan,maintain,diabetes,2340,78,150,78,Tofu Stir Fry
44,30.6,obese,male,low,vegan,muscle_gain,normal,2372,122,291,56,Tofu Stir Fry #2
31,30.6,obese,female,low,vegan,maintain,obesity,2192,64,265,48,Tofu Stir Fry
19,25.6,overweight,female,low,high_protein,weight_loss,obesity,1576,57,202,56,Grilled Chicken Bowl
51,29.7,overweight,female,medium,high_protein,maintain,obesity,2342,95,316,43,Grilled Chicken Bowl
34,20.2,normal,male,medium,high_protein,maintain,hypertension,2017,75,254,52,Grilled Chicken Bowl
20,26.5,overweight,male,medium,vegan,weight_loss,diabetes,1549,71,165,61,Tofu Stir Fry
19,25.6,overweight,female,low,normal,muscle_gain,normal,2550,86,306,58,Grilled Chicken Bowl
32,32.3,obese,male,high,normal,weight_loss,hypertension,1579,93,237,61,Grilled Chicken Bowl
54,22.8,normal,female,low,high_protein,weight_loss,normal,1696,56,229,73,Grilled Chicken Bowl
42,17.5,underweight,male,medium,veg,weight_loss,diabetes,1618,67,169,63,Tofu Stir Fry
